city,zip_code,region,municipality
Kikinda,23300,Severnobanatski okrug,Opština Kikinda
Kisač,21211,Južnobački okrug,Opština Novi Sad
Kladovo,19320,Borski okrug,Opština Kladovo
Klek,23211,Srednjobanatski okrug,Opština Zrenjanin
Klenak,22424,Sremski okrug,Opština Ruma
Klenike,17524,Pčinjski okrug,Opština Bujanovac
Klenje,12258,Braničevski okrug,Opština Golubac
Klenje,15357,Mačvanski okrug,Opština Bogatić
Klisura,17535,Pčinjski okrug,Opština Surdulica
Kličevac,12209,Braničevski okrug,Opština Požarevac
Klokočevac,19222,Borski okrug,Opština Majdanpek
Kljajićevo,25221,Zapadnobački okrug,Opština Sombor
Knić,34240,Šumadijski okrug,Opština Knić
Knićanin,23265,Srednjobanatski okrug,Opština Zrenjanin
Knjaževac,19350,Zaječarski okrug,Opština Knjaževac
Kobišnica,19316,Borski okrug,Opština Negotin
Kovačevac,11409,Grad Beograd,Opština Mladenovac
Kovačica,26210,Južnobanatski okrug,Opština Kovačica
Kovilj,21243,Južnobački okrug,Opština Novi Sad
Kovin,26220,Južnobanatski okrug,Opština Kovin
Kokin Brod,31318,Zlatiborski okrug,Opština Nova Varoš
Kolare,35242,Pomoravski okrug,Opština Jagodina
Kolari,11431,Podunavski okrug,Opština Smederevo
Kolut,25274,Zapadnobački okrug,Opština Sombor
Komirić,14254,Kolubarski okrug,Opština Osečina
Konak,23253,Srednjobanatski okrug,Opština Sečanj
Konarevo,36340,Raški okrug,Opština Kraljevo
Končarevo,35219,Pomoravski okrug,Opština Jagodina
Konjuh,37254,Rasinski okrug,Opština Kruševac
Kopaonik,36354,Raški okrug,Opština Raška
Koprivnica,19223,Zaječarski okrug,Opština Zaječar
Koraćica,11415,Grad Beograd,Opština Mladenovac
Korbevac,17545,Pčinjski okrug,Opština Vranjska Banja
Korbovo,19329,Borski okrug,Opština Kladovo
Korenita,15302,Mačvanski okrug,Opština Loznica
Korman,18216,Nišavski okrug,Opština Aleksinac
Korman,34224,Šumadijski okrug,Opština Kragujevac
Kosančić,16206,Jablanički okrug,Opština Bojnik
Kosjerić (varoš),31260,Zlatiborski okrug,Opština Kosjerić
Kosovo Polje,38210,Kosovski okrug,Opština Kosovo Polje
Kosovska Kamenica,38260,Kosovskopomoravski okrug,Opština Kosovska Kamenica
Kosovska Mitrovica,38220,Kosovskomitrovački okrug,Opština Kosovska Mitrovica
Kostojevići,31254,Zlatiborski okrug,Opština Bajina Bašta
Kostolac,12208,Braničevski okrug,Opština Kostolac
Kotraža,32235,Moravički okrug,Opština Lučani
Koceljeva,15220,Mačvanski okrug,Opština Koceljeva
Kragujevac,34000,Šumadijski okrug,Opština Kragujevac
Krajišnik,23231,Srednjobanatski okrug,Opština Sečanj
Kraljevo,36000,Raški okrug,Opština Kraljevo
Kraljevci,22411,Sremski okrug,Opština Ruma
Kremna,31242,Zlatiborski okrug,Opština Užice
Krepoljin,12316,Braničevski okrug,Opština Žagubica
Kriva Feja,17543,Pčinjski okrug,Opština Vranjska Banja
Krivaja,24341,Severnobački okrug,Opština Bačka Topola
Krivelj,19219,Borski okrug,Opština Bor
Krivi Vir,19375,Zaječarski okrug,Opština Boljevac
Krnjevo,11319,Podunavski okrug,Opština Velika Plana
Krnješevci,22314,Sremski okrug,Opština Stara Pazova
Krupanj,15314,Mačvanski okrug,Opština Krupanj
Krupac,18307,Pirotski okrug,Opština Pirot
Krušar,35227,Pomoravski okrug,Opština Ćuprija
Kruševac,37000,Rasinski okrug,Opština Kruševac
Kruševica,18409,Toplički okrug,Opština Prokuplje
Krušedol,22328,Sremski okrug,Opština Irig
Kruščić,25225,Zapadnobački okrug,Opština Kula
Krčedin,22325,Sremski okrug,Opština Inđija
Kuzmin,22223,Sremski okrug,Opština Sremska Mitrovica
Kukljin,37255,Rasinski okrug,Opština Kruševac
Kukujevci,22224,Sremski okrug,Opština Šid
Kula,25230,Zapadnobački okrug,Opština Kula
Kulina,18214,Nišavski okrug,Opština Aleksinac
Kulpin,21472,Južnobački okrug,Opština Bački Petrovac
Kumane,23271,Srednjobanatski okrug,Opština Novi Bečej
Kupinik,26368,Južnobanatski okrug,Opština Plandište
Kupinovo,22419,Sremski okrug,Opština Pećinci
Kupusina,25262,Zapadnobački okrug,Opština Apatin
Kupci,37222,Rasinski okrug,Opština Kruševac
Kuršumlija,18430,Toplički okrug,Opština Kuršumlija
Kuršumlijska Banja,18435,Toplički okrug,Opština Kuršumlija
Kusadak,11425,Podunavski okrug,Opština Smederevska Palanka
Kusić,26349,Južnobanatski okrug,Opština Bela Crkva
Kucura,21466,Južnobački okrug,Opština Vrbas
Kučevo,12240,Braničevski okrug,Opština Kučevo
Kušiljevo,35226,Pomoravski okrug,Opština Svilajnac
Kušići,32258,Moravički okrug,Opština Ivanjica
Kuštilj,26336,Južnobanatski okrug,Opština Vršac
Lađevci,36204,Raški okrug,Opština Kraljevo
Lazarevac,11550,Grad Beograd,Opština Lazarevac
Lazarevo,23241,Srednjobanatski okrug,Opština Zrenjanin
Laznica,12321,Braničevski okrug,Opština Žagubica
Lajkovac (varoš),14224,Kolubarski okrug,Opština Lajkovac
Lalinac,18256,Nišavski okrug,Opština Palilula (niš)
Lalinac,18201,Nišavski okrug,Opština Svrljig
Lalić,25234,Zapadnobački okrug,Opština Odžaci
Laplje Selo,38204,Kosovski okrug,Opština Priština
Lapovo (selo),34221,Šumadijski okrug,Opština Lapovo
Lapovo (varošica),34220,Šumadijski okrug,Opština Lapovo
Laćarak,22221,Sremski okrug,Opština Sremska Mitrovica
Lebane,16230,Jablanički okrug,Opština Lebane
Ledinci,21207,Južnobački okrug,Opština Novi Sad
Ležimir,22207,Sremski okrug,Opština Sremska Mitrovica
Lelić,14205,Kolubarski okrug,Opština Valjevo
Lenovac,19343,Zaječarski okrug,Opština Zaječar
Lepenac,37224,Rasinski okrug,Opština Brus
Lepenica,17513,Pčinjski okrug,Opština Vladičin Han
Lepina,38208,Kosovski okrug,Opština Lipljan
Leposavić,38218,Kosovskomitrovački okrug,Opština Leposavić
Leskovac,16000,Jablanički okrug,Opština Leskovac
Lece,16248,Jablanički okrug,Opština Medveđa
Lešak,38219,Kosovskomitrovački okrug,Opština Leposavić
Lešnica,15307,Mačvanski okrug,Opština Loznica
Lipar,25232,Zapadnobački okrug,Opština Kula
Lipe,11310,Podunavski okrug,Opština Smederevo
Lipnički Šor,15341,Mačvanski okrug,Opština Loznica
Lipolist,15305,Mačvanski okrug,Opština Šabac
Lički Hanovi,18245,Nišavski okrug,Opština Gadžin Han
Lovćenac,24322,Severnobački okrug,Opština Mali Iđoš
Loznica,15300,Mačvanski okrug,Opština Loznica
Lozovik,11317,Podunavski okrug,Opština Velika Plana
Lok,21248,Južnobački okrug,Opština Titel
Lokve,26361,Južnobanatski okrug,Opština Alibunar
Loćika,35274,Pomoravski okrug,Opština Rekovac
Lubnica,19208,Zaječarski okrug,Opština Zaječar
Lug,21315,Južnobački okrug,Opština Beočin
Lugavčina,11321,Podunavski okrug,Opština Smederevo
Lužnice,34325,Šumadijski okrug,Opština Kragujevac
Lukare,36306,Raški okrug,Opština Novi Pazar
Lukino Selo,23224,Srednjobanatski okrug,Opština Zrenjanin
Lukićevo,23261,Srednjobanatski okrug,Opština Zrenjanin
Lukovo,19371,Zaječarski okrug,Opština Boljevac
Lukovska Banja,18437,Toplički okrug,Opština Kuršumlija
Lunovo Selo,31203,Zlatiborski okrug,Opština Užice
Lučani (varošica),32240,Moravički okrug,Opština Lučani
Ljig,14240,Kolubarski okrug,Opština Ljig
Ljuba,22255,Sremski okrug,Opština Šid
Ljuberađa,18217,Pirotski okrug,Opština Babušnica
Ljubiš,31209,Zlatiborski okrug,Opština Čajetina
Ljubovija,15320,Mačvanski okrug,Opština Ljubovija
Ljukovo,22321,Sremski okrug,Opština Inđija
Ljutovo,24215,Severnobački okrug,Opština Subotica
Maglić,21473,Južnobački okrug,Opština Bački Petrovac
Majdan,23333,Severnobanatski okrug,Opština Novi Kneževac
Majdanpek,19250,Borski okrug,Opština Majdanpek
Majilovac,12221,Braničevski okrug,Opština Veliko Gradište
Majur,15353,Mačvanski okrug,Opština Šabac
Majur,35270,Pomoravski okrug,Opština Jagodina
Mala Bosna,24217,Severnobački okrug,Opština Subotica
Mala Krsna,11313,Podunavski okrug,Opština Smederevo
Mala Moštanica,11261,Grad Beograd,Opština Obrenovac
Mala Plana,18423,Toplički okrug,Opština Prokuplje
Male Pijace,24416,Severnobanatski okrug,Opština Kanjiža
Male Pčelice,34216,Šumadijski okrug,Opština Kragujevac
Mali Beograd,24309,Severnobački okrug,Opština Bačka Topola
Mali Zvornik,15318,Mačvanski okrug,Opština Mali Zvornik
Mali Iđoš,24321,Severnobački okrug,Opština Mali Iđoš
Mali Izvor,19347,Zaječarski okrug,Opština Zaječar
Mali Jasenovac,19209,Zaječarski okrug,Opština Zaječar
Mali Požarevac,11235,Grad Beograd,Opština Sopot
Malo Krčmare,34212,Šumadijski okrug,Opština Rača
Malo Crniće,12311,Braničevski okrug,Opština Malo Crniće
Malošište,18415,Nišavski okrug,Opština Doljevac
Malča,18207,Nišavski okrug,Opština Pantelej
Manđelos,22208,Sremski okrug,Opština Sremska Mitrovica
Manojlovce,16201,Jablanički okrug,Opština Leskovac
Maradik,22327,Sremski okrug,Opština Inđija
Margita,26364,Južnobanatski okrug,Opština Plandište
Markovac,11325,Podunavski okrug,Opština Velika Plana
Markovica,32243,Moravički okrug,Opština Lučani
Martinci,22222,Sremski okrug,Opština Sremska Mitrovica
Martonoš,24417,Severnobanatski okrug,Opština Kanjiža
Maršić,34209,Šumadijski okrug,Opština Kragujevac
Mataruška Banja,36201,Raški okrug,Opština Kraljevo
Mačvanska Mitrovica,22202,Sremski okrug,Opština Sremska Mitrovica
Mačvanski Pričinović,15211,Mačvanski okrug,Opština Šabac
Mačkat,31312,Zlatiborski okrug,Opština Čajetina
Medveđa,16240,Jablanički okrug,Opština Medveđa
Medveđa,35224,Pomoravski okrug,Opština Despotovac
Medveđa,37244,Rasinski okrug,Opština Trstenik
Medoševac,18209,Nišavski okrug,Opština Crveni Krst
Međa,23234,Srednjobanatski okrug,Opština Žitište
Međulužje,11405,Grad Beograd,Opština Mladenovac
Međurečje,32255,Moravički okrug,Opština Ivanjica
Melenci,23270,Srednjobanatski okrug,Opština Zrenjanin
Melenci-Rusanda,23269,Srednjobanatski okrug,Opština Zrenjanin
Meljak,11426,Grad Beograd,Opština Barajevo
Merdare,18445,Toplički okrug,Opština Kuršumlija
Merošina,18252,Nišavski okrug,Opština Merošina
Merćez,18436,Toplički okrug,Opština Kuršumlija
Metlić,15233,Mačvanski okrug,Opština Šabac
Metovnica,19204,Borski okrug,Opština Bor
Mijatovac,35236,Pomoravski okrug,Opština Ćuprija
Milatovac,34222,Šumadijski okrug,Opština Batočina
Milentija,37227,Rasinski okrug,Opština Brus
Miletićevo,26373,Južnobanatski okrug,Opština Plandište
Mileševo,21227,Južnobački okrug,Opština Bečej
Miloševac,11318,Podunavski okrug,Opština Velika Plana
Miloševo,35268,Pomoravski okrug,Opština Jagodina
Milutovac,37246,Rasinski okrug,Opština Trstenik
Minićevo,19340,Zaječarski okrug,Opština Knjaževac
Mionica (varošica),14242,Kolubarski okrug,Opština Mionica
Mirosaljci,11567,Grad Beograd,Opština Lazarevac
Miroševce,16204,Jablanički okrug,Opština Leskovac
Mitrovac,31251,Zlatiborski okrug,Opština Bajina Bašta
Mihajlovac,11312,Podunavski okrug,Opština Smederevo
Mihajlovac,19322,Borski okrug,Opština Negotin
Mihajlovo,23202,Srednjobanatski okrug,Opština Zrenjanin
Mišićevo,24211,Severnobački okrug,Opština Subotica
Mladenovac (varoš),11400,Grad Beograd,Opština Mladenovac
Mladenovo,21422,Južnobački okrug,Opština Bačka Palanka
Mozgovo,18229,Nišavski okrug,Opština Aleksinac
Mokra Gora,31243,Zlatiborski okrug,Opština Užice
Mokrin,23305,Severnobanatski okrug,Opština Kikinda
Mol,24435,Severnobanatski okrug,Opština Ada
Molovin,22256,Sremski okrug,Opština Šid
Morović,22245,Sremski okrug,Opština Šid
Mošorin,21245,Južnobački okrug,Opština Titel
Mramor,18251,Nišavski okrug,Opština Palilula (niš)
Mramorak,26226,Južnobanatski okrug,Opština Kovin
Mrčajevci,32210,Moravički okrug,Opština Čačak
Mršinci,32224,Moravički okrug,Opština Čačak
Mužlja,23206,Srednjobanatski okrug,Opština Zrenjanin
Muhovac,17529,Pčinjski okrug,Opština Bujanovac
Nadalj,21216,Južnobački okrug,Opština Srbobran
Nakovo,23311,Severnobanatski okrug,Opština Kikinda
Natalinci,34313,Šumadijski okrug,Opština Topola
Negotin,19300,Borski okrug,Opština Negotin
Neresnica,12242,Braničevski okrug,Opština Kučevo
Neuzina,23245,Srednjobanatski okrug,Opština Sečanj
Neštin,21314,Južnobački okrug,Opština Bačka Palanka
Nikinci,22422,Sremski okrug,Opština Ruma
Nikolinci,26322,Južnobanatski okrug,Opština Alibunar
Nikoličevo,19311,Zaječarski okrug,Opština Zaječar
Niševac,18366,Nišavski okrug,Opština Svrljig
Niška Banja,18205,Nišavski okrug,Opština Niška Banja
Nova Varoš,31320,Zlatiborski okrug,Opština Nova Varoš
Nova Gajdobra,21431,Južnobački okrug,Opština Bačka Palanka
Nova Pazova,22330,Sremski okrug,Opština Stara Pazova
Nova Crvenka,25224,Zapadnobački okrug,Opština Kula
Nova Crnja,23218,Srednjobanatski okrug,Opština Nova Crnja
Novi Banovci,22304,Sremski okrug,Opština Stara Pazova
Novi Bečej,23272,Srednjobanatski okrug,Opština Novi Bečej
Novi Bračin,37216,Nišavski okrug,Opština Ražanj
Novi Žednik,24223,Severnobački okrug,Opština Subotica
Novi Itebej,23236,Srednjobanatski okrug,Opština Žitište
Novi Karlovci,22322,Sremski okrug,Opština Inđija
Novi Kneževac,23330,Severnobanatski okrug,Opština Novi Kneževac
Novi Kozarci,23313,Severnobanatski okrug,Opština Kikinda
Novi Kozjak,26353,Južnobanatski okrug,Opština Alibunar
Novi Pazar,36300,Raški okrug,Opština Novi Pazar
Novi Sad,21000,Južnobački okrug,Opština Novi Sad
Novi Slankamen,22323,Sremski okrug,Opština Inđija
Novo Miloševo,23273,Srednjobanatski okrug,Opština Novi Bečej
Novo Orahovo,24351,Severnobački okrug,Opština Bačka Topola
Novo Selo,18250,Nišavski okrug,Opština Palilula (niš)
Novo Selo,36216,Raški okrug,Opština Vrnjačka Banja
Noćaj,22203,Sremski okrug,Opština Sremska Mitrovica
Obrež,22417,Sremski okrug,Opština Pećinci
Obrež,37266,Rasinski okrug,Opština Varvarin
Obrenovac,11500,Grad Beograd,Opština Obrenovac
Obrovac,21423,Južnobački okrug,Opština Bačka Palanka
Ovčar Banja,32242,Moravički okrug,Opština Čačak
Ogar,22416,Sremski okrug,Opština Pećinci
Omoljica,26230,Južnobanatski okrug,Opština Pančevo
Oparić,35267,Pomoravski okrug,Opština Rekovac
Opovo,26204,Južnobanatski okrug,Opština Opovo
Orane,16233,Jablanički okrug,Opština Bojnik
Orašac,34308,Šumadijski okrug,Opština Aranđelovac
Oreškovica,12308,Braničevski okrug,Opština Petrovac Na Mlavi
Orid,15213,Mačvanski okrug,Opština Šabac
Orlovat,23263,Srednjobanatski okrug,Opština Zrenjanin
Orom,24207,Severnobanatski okrug,Opština Kanjiža
Osanica,12317,Braničevski okrug,Opština Žagubica
Osečina (varošica),14253,Kolubarski okrug,Opština Osečina
Osipaonica,11314,Podunavski okrug,Opština Smederevo
Ostojićevo,23326,Severnobanatski okrug,Opština Čoka
Ostrovica,18312,Nišavski okrug,Opština Niška Banja
Ostružnica,11251,Grad Beograd,Opština Čukarica
Odžaci,25250,Zapadnobački okrug,Opština Odžaci
Oštrelj,19226,Borski okrug,Opština Bor
Pavliš,26333,Južnobanatski okrug,Opština Vršac
Padež,37257,Rasinski okrug,Opština Kruševac
Padej,23325,Severnobanatski okrug,Opština Čoka
Padina,26215,Južnobanatski okrug,Opština Kovačica
Palić,24413,Severnobački okrug,Opština Subotica
Pambukovica,14213,Kolubarski okrug,Opština Ub
Panonija,24330,Severnobački okrug,Opština Bačka Topola
Pančevo,26000,Južnobanatski okrug,Opština Pančevo
Parage,21434,Južnobački okrug,Opština Bačka Palanka
Paraćin,35250,Pomoravski okrug,Opština Paraćin
Parteš,38251,Kosovskopomoravski okrug,Opština Gnjilane
Parunovac,37201,Rasinski okrug,Opština Kruševac
Pasjane,38266,Kosovskopomoravski okrug,Opština Gnjilane
Pačir,24342,Severnobački okrug,Opština Bačka Topola
Pejkovac,18413,Toplički okrug,Opština Žitorađa
Pepeljevac,37231,Rasinski okrug,Opština Kruševac
Perlez,23260,Srednjobanatski okrug,Opština Zrenjanin
Perućac,31256,Zlatiborski okrug,Opština Bajina Bašta
Petlovača,15304,Mačvanski okrug,Opština Šabac
Petrovaradin,21131,Južnobački okrug,Opština Novi Sad
Petrovac,12300,Braničevski okrug,Opština Petrovac Na Mlavi
Pećinci,22410,Sremski okrug,Opština Pećinci
Pecka,14207,Kolubarski okrug,Opština Osečina
Pečenjevce,16251,Jablanički okrug,Opština Leskovac
Pivnice,21469,Južnobački okrug,Opština Bačka Palanka
Pinosava,11226,Grad Beograd,Opština Voždovac
Pirot,18300,Pirotski okrug,Opština Pirot
Plavna,19307,Borski okrug,Opština Negotin
Plavna,21428,Južnobački okrug,Opština Bač
Plažane,35212,Pomoravski okrug,Opština Despotovac
Plana,35247,Pomoravski okrug,Opština Paraćin
Plandište,26360,Južnobanatski okrug,Opština Plandište
Platičevo,22420,Sremski okrug,Opština Ruma
Plemetina,38211,Kosovski okrug,Opština Obilić
Pleš,37238,Rasinski okrug,Opština Aleksandrovac
Pločica,26229,Južnobanatski okrug,Opština Kovin
Pobeda,24313,Severnobački okrug,Opština Bačka Topola
Poganovo,18326,Pirotski okrug,Opština Dimitrovgrad
Podvis,19362,Zaječarski okrug,Opština Knjaževac
Podvrška,19321,Borski okrug,Opština Kladovo
Podgorac,19233,Zaječarski okrug,Opština Boljevac
Podunavci,36215,Raški okrug,Opština Vrnjačka Banja
Požarevac,12000,Braničevski okrug,Opština Požarevac
Požega,31210,Zlatiborski okrug,Opština Požega
Pojate,37214,Rasinski okrug,Opština Ćićevac
Poljana,12372,Braničevski okrug,Opština Požarevac
Poljska Ržana,18328,Pirotski okrug,Opština Pirot
Popinci,22428,Sremski okrug,Opština Pećinci
Popovac,35254,Pomoravski okrug,Opština Paraćin
Popučke,14221,Kolubarski okrug,Opština Valjevo
Porodin,12375,Braničevski okrug,Opština Žabari
Potočac,35207,Pomoravski okrug,Opština Paraćin
Poćuta,14206,Kolubarski okrug,Opština Valjevo
Počekovina,37243,Rasinski okrug,Opština Trstenik
Pranjani,32308,Moravički okrug,Opština Gornji Milanovac
Prahovo,19330,Borski okrug,Opština Negotin
Prevešt,35264,Pomoravski okrug,Opština Rekovac
Predejane (varoš),16222,Jablanički okrug,Opština Leskovac
Prekonoga,18365,Nišavski okrug,Opština Svrljig
Preljina,32212,Moravički okrug,Opština Čačak
Preševo,17523,Pčinjski okrug,Opština Preševo
Preševo-terminal,17555,Pčinjski okrug,Opština Preševo
Priboj,31330,Zlatiborski okrug,Opština Priboj
Priboj Vranjski,17511,Pčinjski okrug,Opština Vladičin Han
Privina Glava,22257,Sremski okrug,Opština Šid
Prigrevica,25263,Zapadnobački okrug,Opština Apatin
Prijepolje,31300,Zlatiborski okrug,Opština Prijepolje
Prilički Kiseljak,32252,Moravički okrug,Opština Ivanjica
Prilužje,38213,Kosovski okrug,Opština Vučitrn
Pričević,14251,Kolubarski okrug,Opština Valjevo
Prnjavor (Mačvanski),15306,Mačvanski okrug,Opština Šabac
Provo,15215,Mačvanski okrug,Opština Vladimirci
Prokuplje,18400,Toplički okrug,Opština Prokuplje
Prolom Banja,18433,Toplički okrug,Opština Kuršumlija
Pružatovac,11413,Grad Beograd,Opština Mladenovac
Prhovo,22442,Sremski okrug,Opština Pećinci
Pukovac,18255,Nišavski okrug,Opština Doljevac
Putinci,22404,Sremski okrug,Opština Ruma
Rabrovo,12254,Braničevski okrug,Opština Kučevo
Ravna Dubrava,18246,Nišavski okrug,Opština Gadžin Han
Ravni Topolovac,23212,Srednjobanatski okrug,Opština Žitište
Ravni,31206,Zlatiborski okrug,Opština Užice
Ravno Selo,21471,Južnobački okrug,Opština Vrbas
Ravnje,22205,Sremski okrug,Opština Sremska Mitrovica
Radalj,15321,Mačvanski okrug,Opština Mali Zvornik
Radinac,11311,Podunavski okrug,Opština Smederevo
Radičević,21225,Južnobački okrug,Opština Bečej
Radljevo,14211,Kolubarski okrug,Opština Ub
Radovnica,17561,Pčinjski okrug,Opština Trgovište
Radojevo,23221,Srednjobanatski okrug,Opština Nova Crnja
Radujevac,19334,Borski okrug,Opština Negotin
Ražana,31265,Zlatiborski okrug,Opština Kosjerić
Ražanj,37215,Nišavski okrug,Opština Ražanj
Razbojna,37223,Rasinski okrug,Opština Brus
Razgojna,16252,Jablanički okrug,Opština Leskovac
Rainovača,15342,Mačvanski okrug,Opština Ljubovija
